	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.5	0.0
0.2	0.2	9.0	0.02
0.3	0.3	13.49	0.06
0.4	0.4	17.99	0.15
0.5	0.5	22.49	0.19
0.6	0.6	26.99	0.22
0.7	0.7	31.49	0.25
0.8	0.8	35.98	0.27
0.9	0.9	40.48	0.29
1.0	1.0	44.98	0.31
1.1	1.1	64.48	0.33
1.2	1.2	83.98	0.35
1.3	1.3	103.49	0.36
1.4	1.4	122.99	0.38
1.5	1.5	142.49	0.4
1.6	1.6	161.99	0.41
1.7	1.7	181.49	0.43
1.8	1.8	201.0	0.44
1.9	1.9	220.5	0.45
2.0	2.0	240.0	0.47
2.1	2.1	282.0	0.48
2.2	2.2	324.0	0.49
2.3	2.3	366.0	0.5
2.4	2.4	408.0	0.51
2.5	2.5	450.0	0.53
2.6	2.6	492.0	0.54
2.7	2.7	534.0	0.55
2.8	2.8	576.0	0.56
2.9	2.9	618.0	0.57
3.0	3.0	660.0	0.58
3.1	3.1	734.8	0.59
3.2	3.2	809.6	0.6
3.3	3.3	884.4	0.61
3.4	3.4	959.2	0.62
3.5	3.5	1034.0	0.63
3.6	3.6	1108.8	0.64
3.7	3.7	1183.6	0.65
3.8	3.8	1258.4	0.66
3.9	3.9	1333.2	0.67
4.0	4.0	1408.0	0.68
4.1	4.1	1526.6	0.69
4.2	4.2	1645.2	0.69
4.3	4.3	1763.8	0.7
4.4	4.4	1882.4	0.71
4.5	4.5	2001.0	0.72
4.6	4.6	2119.6	0.73
4.7	4.7	2238.2	0.74
4.8	4.8	2356.8	0.74
4.9	4.9	2475.4	0.75
5.0	5.0	2594.0	0.76
5.1	5.1	2609.59	0.77
5.110359761	5.110359761	2749.9	0.77
