	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	10.66	0.0
0.2	0.2	21.32	0.03
0.3	0.3	31.98	0.09
0.4	0.4	42.64	0.16
0.5	0.5	53.3	0.25
0.6	0.6	63.96	0.46
0.7	0.7	74.62	0.52
0.8	0.8	85.28	0.58
0.9	0.9	95.93	0.63
1.0	1.0	106.59	0.68
1.1	1.1	156.13	0.72
1.2	1.2	205.68	0.76
1.3	1.3	255.22	0.8
1.4	1.4	304.76	0.84
1.5	1.5	354.3	0.87
1.6	1.6	403.84	0.91
1.7	1.7	453.38	0.94
1.8	1.8	502.92	0.97
1.9	1.9	552.46	1.0
2.0	2.0	602.0	1.03
2.1	2.1	734.2	1.06
2.2	2.2	866.4	1.09
2.3	2.3	998.6	1.12
2.4	2.4	1130.8	1.15
2.5	2.5	1263.0	1.17
2.6	2.6	1395.2	1.2
2.7	2.7	1527.4	1.22
2.8	2.8	1659.6	1.25
2.9	2.9	1791.8	1.27
3.0	3.0	1924.0	1.3
3.1	3.1	2182.2	1.32
3.2	3.2	2440.4	1.34
3.3	3.3	2698.6	1.36
3.4	3.4	2956.8	1.39
3.5	3.5	3215.0	1.41
3.6	3.6	3473.2	1.43
3.7	3.7	3731.4	1.45
3.8	3.8	3989.6	1.47
3.9	3.9	4247.8	1.49
4.0	4.0	4506.0	1.51
4.1	4.1	4948.5	1.53
4.2	4.2	5391.0	1.55
4.3	4.3	5833.5	1.57
4.4	4.4	6276.0	1.59
4.5	4.5	6718.5	1.61
4.6	4.6	7161.0	1.63
4.7	4.7	7603.5	1.65
4.8	4.8	8046.0	1.67
4.9	4.9	8488.5	1.68
5.0	5.0	8931.0	1.7
5.1	5.1	8991.74	1.72
5.110510717	5.110510717	9538.35	1.72
