	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	6.8	0.0
0.2	0.2	13.61	0.02
0.3	0.3	20.41	0.06
0.4	0.4	27.21	0.15
0.5	0.5	34.01	0.19
0.6	0.6	40.82	0.22
0.7	0.7	47.62	0.25
0.8	0.8	54.42	0.27
0.9	0.9	61.22	0.29
1.0	1.0	68.03	0.31
1.1	1.1	103.12	0.33
1.2	1.2	138.22	0.35
1.3	1.3	173.32	0.36
1.4	1.4	208.42	0.38
1.5	1.5	243.51	0.4
1.6	1.6	278.61	0.41
1.7	1.7	313.71	0.43
1.8	1.8	348.81	0.44
1.9	1.9	383.9	0.45
2.0	2.0	419.0	0.47
2.1	2.1	504.2	0.48
2.2	2.2	589.4	0.49
2.3	2.3	674.6	0.5
2.4	2.4	759.8	0.51
2.5	2.5	845.0	0.53
2.6	2.6	930.2	0.54
2.7	2.7	1015.4	0.55
2.8	2.8	1100.6	0.56
2.9	2.9	1185.8	0.57
3.0	3.0	1271.0	0.58
3.1	3.1	1431.4	0.59
3.2	3.2	1591.8	0.6
3.3	3.3	1752.2	0.61
3.4	3.4	1912.6	0.62
3.5	3.5	2073.0	0.63
3.6	3.6	2233.4	0.64
3.7	3.7	2393.8	0.65
3.8	3.8	2554.2	0.66
3.9	3.9	2714.6	0.67
4.0	4.0	2875.0	0.68
4.1	4.1	3122.9	0.69
4.2	4.2	3370.8	0.69
4.3	4.3	3618.7	0.7
4.4	4.4	3866.6	0.71
4.5	4.5	4114.5	0.72
4.6	4.6	4362.4	0.73
4.7	4.7	4610.3	0.74
4.8	4.8	4858.2	0.74
4.9	4.9	5106.1	0.75
5.0	5.0	5354.0	0.76
5.082066019	5.082066019	5594.32	0.77
