	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	12.98	0.0
0.2	0.2	25.96	0.02
0.3	0.3	38.94	0.06
0.4	0.4	51.92	0.15
0.5	0.5	64.9	0.19
0.6	0.6	77.88	0.22
0.7	0.7	90.86	0.25
0.8	0.8	103.83	0.27
0.9	0.9	116.81	0.29
1.0	1.0	129.79	0.31
1.1	1.1	175.81	0.33
1.2	1.2	221.83	0.35
1.3	1.3	267.86	0.36
1.4	1.4	313.88	0.38
1.5	1.5	359.9	0.4
1.6	1.6	405.92	0.41
1.7	1.7	451.94	0.43
1.8	1.8	497.96	0.44
1.9	1.9	543.98	0.45
2.0	2.0	590.0	0.47
2.1	2.1	669.0	0.48
2.2	2.2	748.0	0.49
2.3	2.3	827.0	0.5
2.4	2.4	906.0	0.51
2.5	2.5	985.0	0.53
2.6	2.6	1064.0	0.54
2.7	2.7	1143.0	0.55
2.8	2.8	1222.0	0.56
2.9	2.9	1301.0	0.57
3.0	3.0	1380.0	0.58
3.1	3.1	1491.6	0.59
3.2	3.2	1603.2	0.6
3.3	3.3	1714.8	0.61
3.4	3.4	1826.4	0.62
3.5	3.5	1938.0	0.63
3.6	3.6	2049.6	0.64
3.7	3.7	2161.2	0.65
3.8	3.8	2272.8	0.66
3.9	3.9	2384.4	0.67
4.0	4.0	2496.0	0.68
4.1	4.1	2849.6	0.69
4.2	4.2	3203.2	0.69
4.3	4.3	3556.8	0.7
4.4	4.4	3910.4	0.71
4.5	4.5	4264.0	0.72
4.6	4.6	4617.6	0.73
4.7	4.7	4971.2	0.74
4.8	4.8	5324.8	0.74
4.9	4.9	5678.4	0.75
5.0	5.0	6032.0	0.76
5.077006562	5.077006562	6461.39	0.77
