gen_num,num_of_occurr,num_of_unique_res,max_res_in_subset,min_res_in_subset,avg_res_in_subset
0,5128.0,471,48,1,22.892857142857142
1,5796.0,468,49,4,25.875
2,6230.0,436,49,4,27.8125
3,6036.0,394,48,4,26.946428571428573
4,5751.0,351,49,4,25.674107142857142
5,5623.0,285,49,4,25.102678571428573
6,5334.0,285,50,5,23.8125
7,5911.0,282,51,5,26.388392857142858
8,5858.0,272,50,8,26.151785714285715
9,5963.0,273,51,8,26.620535714285715
10,5628.0,266,51,7,25.125
11,5194.0,265,52,7,23.1875
12,5643.0,271,52,8,25.191964285714285
13,5525.0,268,53,7,24.665178571428573
14,6127.0,268,54,7,27.352678571428573
15,5759.0,267,54,7,25.709821428571427
16,5467.0,269,53,7,24.40625
17,5258.0,266,53,7,23.473214285714285
18,5435.0,265,53,8,24.263392857142858
19,5330.0,250,54,8,23.794642857142858
20,5468.0,249,56,8,24.410714285714285
21,5307.0,260,56,8,23.691964285714285
22,5367.0,254,56,8,23.959821428571427
23,5165.0,258,57,8,23.058035714285715
24,5676.0,213,42,8,25.339285714285715
25,5249.0,217,42,8,23.433035714285715
26,5599.0,231,43,8,24.995535714285715
27,5436.0,228,43,8,24.267857142857142
28,5210.0,217,44,8,23.258928571428573
29,5451.0,208,45,8,24.334821428571427
30,5204.0,205,46,7,23.232142857142858
31,5119.0,201,46,8,22.852678571428573
32,5060.0,216,47,8,22.589285714285715
33,4816.0,209,48,8,21.5
34,4759.0,200,48,8,21.245535714285715
35,4770.0,199,49,8,21.294642857142858
36,4414.0,193,49,8,19.705357142857142
37,5575.0,205,50,9,24.888392857142858
38,5783.0,212,50,8,25.816964285714285
39,5623.0,199,51,8,25.102678571428573
40,5537.0,212,51,8,24.71875
41,5499.0,212,52,7,24.549107142857142
42,5548.0,208,52,7,24.767857142857142
43,5287.0,213,52,7,23.602678571428573
44,5381.0,212,53,7,24.022321428571427
45,5318.0,207,53,7,23.741071428571427
46,5606.0,213,54,7,25.026785714285715
47,5297.0,213,52,7,23.647321428571427
48,5851.0,213,54,7,26.120535714285715
49,5524.0,213,52,7,24.660714285714285
50,5579.0,211,52,7,24.90625
51,5731.0,211,53,7,25.584821428571427
52,5743.0,212,54,7,25.638392857142858
53,5512.0,198,54,7,24.607142857142858
54,5702.0,206,54,7,25.455357142857142
55,5818.0,202,54,7,25.973214285714285
56,5393.0,203,54,7,24.075892857142858
57,5725.0,218,55,7,25.558035714285715
58,6045.0,203,55,7,26.986607142857142
59,5853.0,206,55,7,26.129464285714285
60,6463.0,210,56,7,28.852678571428573
61,6331.0,203,56,7,28.263392857142858
62,6384.0,218,59,7,28.5
63,6238.0,208,59,7,27.848214285714285
64,6621.0,214,59,7,29.558035714285715
65,6874.0,204,60,7,30.6875
66,6595.0,213,60,7,29.441964285714285
67,6732.0,220,61,7,30.053571428571427
68,6673.0,212,61,7,29.790178571428573
69,7272.0,206,62,7,32.464285714285715
70,7099.0,201,61,7,31.691964285714285
71,7185.0,206,62,7,32.075892857142854
72,7128.0,201,62,7,31.821428571428573
73,6888.0,212,60,7,30.75
74,5785.0,215,61,8,25.825892857142858
75,5726.0,223,62,9,25.5625
76,5392.0,216,61,9,24.071428571428573
77,5587.0,208,61,9,24.941964285714285
78,5925.0,211,62,9,26.450892857142858
79,6243.0,215,63,9,27.870535714285715
80,5789.0,201,62,9,25.84375
81,6038.0,212,62,8,26.955357142857142
82,6317.0,207,62,9,28.200892857142858
83,6397.0,201,62,9,28.558035714285715
84,6384.0,198,64,9,28.5
85,6846.0,194,65,9,30.5625
86,7511.0,201,65,9,33.53125
87,6973.0,200,65,9,31.129464285714285
88,6930.0,208,65,9,30.9375
89,7013.0,209,65,9,31.308035714285715
90,6352.0,197,66,9,28.357142857142858
91,6543.0,204,66,8,29.209821428571427
92,6992.0,195,66,8,31.214285714285715
93,7271.0,198,66,8,32.45982142857143
94,7327.0,203,66,8,32.70982142857143
95,6887.0,195,67,8,30.745535714285715
96,6903.0,204,67,8,30.816964285714285
97,7302.0,204,67,8,32.598214285714285
98,7186.0,202,67,8,32.080357142857146
99,7924.0,206,68,8,35.375
100,7770.0,207,68,8,34.6875
