gen_num,diversity_within,total,num_of_new_from_prev_1,num_of_lost_from_prev_1,num_of_inherited_from_prev_1,perc_new_from_prev_1,perc_lost_from_prev_1,perc_inherited_from_prev_1
0,0.0456318252730109,234,146,59,88.0,62.39316239316239,25.213675213675213,37.60683760683761
1,0.0403726708074534,234,8,8,226.0,3.4188034188034186,3.4188034188034186,96.58119658119658
2,0.0345104333868378,215,7,26,208.0,3.255813953488372,12.093023255813954,96.74418604651163
3,0.0344599072233267,208,12,19,196.0,5.769230769230769,9.134615384615385,94.23076923076923
4,0.0377325682490001,217,11,2,206.0,5.0691244239631335,0.9216589861751152,94.93087557603687
5,0.0366352480882091,206,10,21,196.0,4.854368932038835,10.194174757281553,95.14563106796116
6,0.0378702662167229,202,7,11,195.0,3.4653465346534653,5.445544554455446,96.53465346534654
7,0.0343427508035865,203,6,5,197.0,2.955665024630542,2.4630541871921183,97.04433497536945
8,0.0344827586206896,202,6,7,196.0,2.9702970297029703,3.4653465346534653,97.02970297029702
9,0.031863156129465,190,9,21,181.0,4.7368421052631575,11.052631578947368,95.26315789473684
10,0.0318052594171997,179,6,17,173.0,3.35195530726257,9.497206703910615,96.64804469273743
11,0.0336927223719676,175,8,12,167.0,4.571428571428571,6.857142857142857,95.42857142857143
12,0.0345560871876661,195,27,7,168.0,13.846153846153847,3.58974358974359,86.15384615384616
13,0.0343891402714932,190,12,17,178.0,6.315789473684211,8.947368421052632,93.6842105263158
14,0.0306838583319732,188,9,11,179.0,4.787234042553192,5.851063829787234,95.2127659574468
15,0.0326445563465879,188,11,11,177.0,5.851063829787234,5.851063829787234,94.14893617021276
16,0.0373147978781781,204,25,9,179.0,12.254901960784315,4.411764705882353,87.74509803921569
17,0.0342335488779003,180,13,37,167.0,7.222222222222222,20.555555555555557,92.77777777777777
18,0.0327506899724011,178,9,11,169.0,5.056179775280899,6.179775280898877,94.9438202247191
19,0.0328330206378986,175,7,10,168.0,4.0,5.714285714285714,96.0
20,0.032370153621068,177,13,11,164.0,7.344632768361582,6.214689265536723,92.65536723163842
21,0.0356133408705483,189,14,2,175.0,7.407407407407407,1.0582010582010581,92.5925925925926
22,0.0275759269610583,148,8,49,140.0,5.405405405405405,33.108108108108105,94.5945945945946
23,0.0245885769603097,127,9,30,118.0,7.086614173228346,23.62204724409449,92.91338582677166
24,0.0213178294573643,121,11,17,110.0,9.090909090909092,14.049586776859504,90.9090909090909
25,0.0238140598209182,125,12,8,113.0,9.6,6.4,90.4
26,0.0251830684050723,141,24,8,117.0,17.02127659574468,5.673758865248227,82.97872340425532
27,0.021523178807947,117,11,35,106.0,9.401709401709402,29.914529914529915,90.5982905982906
28,0.0238003838771593,124,16,9,108.0,12.903225806451612,7.258064516129032,87.09677419354838
29,0.0238488350761328,130,12,6,118.0,9.23076923076923,4.615384615384615,90.76923076923077
30,0.0253651037663335,132,11,9,121.0,8.333333333333334,6.818181818181818,91.66666666666667
31,0.0252002344207853,129,11,14,118.0,8.527131782945736,10.852713178294573,91.47286821705427
32,0.025691699604743,130,11,10,119.0,8.461538461538462,7.6923076923076925,91.53846153846153
33,0.0269933554817275,130,11,11,119.0,8.461538461538462,8.461538461538462,91.53846153846153
34,0.0266862786299642,127,8,11,119.0,6.299212598425197,8.661417322834646,93.7007874015748
35,0.0272536687631027,130,11,8,119.0,8.461538461538462,6.153846153846154,91.53846153846153
36,0.0308110557317625,136,14,8,122.0,10.294117647058824,5.882352941176471,89.70588235294117
37,0.0243946188340807,136,13,13,123.0,9.558823529411764,9.558823529411764,90.44117647058823
38,0.0240359674909216,139,13,10,126.0,9.352517985611511,7.194244604316546,90.64748201438849
39,0.0252534234394451,142,13,10,129.0,9.154929577464788,7.042253521126761,90.84507042253522
40,0.0254650532779483,141,14,15,127.0,9.929078014184396,10.638297872340425,90.0709219858156
41,0.0256410256410256,141,12,12,129.0,8.51063829787234,8.51063829787234,91.48936170212765
42,0.0250540735400144,139,10,12,129.0,7.194244604316546,8.633093525179856,92.80575539568345
43,0.0266691885757518,141,13,11,128.0,9.21985815602837,7.801418439716312,90.78014184397163
44,0.0258316298085857,139,10,12,129.0,7.194244604316546,8.633093525179856,92.80575539568345
45,0.0263256863482512,140,11,10,129.0,7.857142857142857,7.142857142857143,92.14285714285714
46,0.0256867641812343,144,15,11,129.0,10.416666666666666,7.638888888888889,89.58333333333333
47,0.0269964130639984,143,10,11,133.0,6.993006993006993,7.6923076923076925,93.00699300699301
48,0.0252948213980516,148,11,6,137.0,7.4324324324324325,4.054054054054054,92.56756756756756
49,0.0289645184648805,160,14,2,146.0,8.75,1.25,91.25
50,0.0277827567664456,155,8,13,147.0,5.161290322580645,8.387096774193548,94.83870967741936
51,0.0266969115337637,153,12,14,141.0,7.8431372549019605,9.15032679738562,92.15686274509804
52,0.0259446282430785,149,6,10,143.0,4.026845637583893,6.7114093959731544,95.97315436241611
53,0.0275761973875181,152,13,10,139.0,8.552631578947368,6.578947368421052,91.44736842105263
54,0.0264819361627499,151,13,14,138.0,8.609271523178808,9.271523178807946,91.3907284768212
55,0.025438294946717,148,11,14,137.0,7.4324324324324325,9.45945945945946,92.56756756756756
56,0.0287409605043575,155,11,4,144.0,7.096774193548387,2.5806451612903225,92.90322580645162
57,0.0265502183406113,152,7,10,145.0,4.605263157894737,6.578947368421052,95.39473684210526
58,0.0249793217535153,151,8,9,143.0,5.298013245033113,5.960264900662252,94.70198675496688
59,0.027165556125064,159,14,6,145.0,8.80503144654088,3.7735849056603774,91.19496855345912
60,0.0244468513074423,158,11,12,147.0,6.962025316455696,7.594936708860759,93.0379746835443
61,0.024482704154162,155,7,10,148.0,4.516129032258065,6.451612903225806,95.48387096774194
62,0.0241228070175438,154,11,12,143.0,7.142857142857143,7.792207792207792,92.85714285714286
63,0.0253286309714652,158,11,7,147.0,6.962025316455696,4.430379746835443,93.0379746835443
64,0.025373810602628,168,16,6,152.0,9.523809523809524,3.5714285714285716,90.47619047619048
65,0.023712540005819,163,9,14,154.0,5.521472392638037,8.588957055214724,94.47852760736197
66,0.0245640636846095,162,12,13,150.0,7.407407407407407,8.024691358024691,92.5925925925926
67,0.0236185383244206,159,12,15,147.0,7.547169811320755,9.433962264150944,92.45283018867924
68,0.0235276487337029,157,11,13,146.0,7.006369426751593,8.280254777070065,92.99363057324841
69,0.0209020902090209,152,7,12,145.0,4.605263157894737,7.894736842105263,95.39473684210526
70,0.0223975207775743,159,12,5,147.0,7.547169811320755,3.1446540880503147,92.45283018867924
71,0.0211551844119693,152,9,16,143.0,5.921052631578948,10.526315789473685,94.07894736842105
72,0.0221661054994388,158,14,8,144.0,8.860759493670885,5.063291139240507,91.13924050632912
73,0.0223577235772357,154,10,14,144.0,6.4935064935064934,9.090909090909092,93.50649350649351
74,0.0262748487467588,152,11,13,141.0,7.2368421052631575,8.552631578947368,92.76315789473684
75,0.0260216556060076,149,11,14,138.0,7.382550335570469,9.395973154362416,92.61744966442953
76,0.0285608308605341,154,9,4,145.0,5.8441558441558445,2.5974025974025974,94.15584415584415
77,0.0275639878288884,154,7,7,147.0,4.545454545454546,4.545454545454546,95.45454545454545
78,0.0280168776371308,166,16,4,150.0,9.63855421686747,2.4096385542168677,90.36144578313252
79,0.0254685247477174,159,10,17,149.0,6.289308176100629,10.69182389937107,93.71069182389937
80,0.0272931421661772,158,8,9,150.0,5.063291139240507,5.69620253164557,94.9367088607595
81,0.0258363696588274,156,6,8,150.0,3.8461538461538463,5.128205128205129,96.15384615384616
82,0.0221624188697166,140,9,25,131.0,6.428571428571429,17.857142857142858,93.57142857142857
83,0.0232921682038455,149,12,3,137.0,8.053691275167786,2.0134228187919465,91.94630872483222
84,0.0225563909774436,144,9,14,135.0,6.25,9.722222222222221,93.75
85,0.020888109845165,143,10,11,133.0,6.993006993006993,7.6923076923076925,93.00699300699301
86,0.0195712954333644,147,11,7,136.0,7.482993197278912,4.761904761904762,92.51700680272108
87,0.0215115445288971,150,12,9,138.0,8.0,6.0,92.0
88,0.0229437229437229,159,12,3,147.0,7.547169811320755,1.8867924528301887,92.45283018867924
89,0.0205332953087123,144,7,22,137.0,4.861111111111111,15.277777777777779,95.13888888888889
90,0.022984886649874,146,7,5,139.0,4.794520547945205,3.4246575342465753,95.20547945205479
91,0.0218554180039737,143,8,11,135.0,5.594405594405594,7.6923076923076925,94.4055944055944
92,0.0201659038901601,141,10,12,131.0,7.092198581560283,8.51063829787234,92.90780141843972
93,0.019804703617109,144,13,10,131.0,9.027777777777779,6.944444444444445,90.97222222222223
94,0.020608707520131,151,11,4,140.0,7.28476821192053,2.6490066225165565,92.71523178807946
95,0.0220705677363147,152,12,11,140.0,7.894736842105263,7.2368421052631575,92.10526315789474
96,0.0233231928147182,161,14,5,147.0,8.695652173913043,3.1055900621118013,91.30434782608695
97,0.0209531635168447,153,12,20,141.0,7.8431372549019605,13.071895424836601,92.15686274509804
98,0.0224046757584191,161,15,7,146.0,9.316770186335404,4.3478260869565215,90.6832298136646
99,0.0195608278647147,155,9,15,146.0,5.806451612903226,9.67741935483871,94.19354838709677
100,0.0189189189189189,0,0,0,,,,
