subsetID,Q_peak,Qpeak_reduction,cost,floodedArea,n,rank,distance,subsetID
_880037,160.91888427734375,3.71466064453125,69524.40790444656,9405.5713456,0,0,inf,880037
_1000081,160.91250610351562,3.721038818359375,73194.58529248364,9571.2322021,0,0,0.012699937642867901,1000081
_830023,160.72027587890625,3.91326904296875,76771.26322008081,8212.049673700001,0,0,0.02525345038625568,830023
_920013,160.417724609375,4.2158203125,79970.82410489117,9111.8129811,0,0,0.03222261499983747,920013
_900084,160.142578125,4.490966796875,89517.41298916294,9290.0327982,0,0,0.026199052831836104,900084
_980054,160.002685546875,4.630859375,94513.51771695004,11376.0840611,0,0,0.0336609297120281,980054
_960050,159.58551025390625,5.04803466796875,106381.06628952824,10507.0629807,0,0,0.0313604755100594,960050
_940026,159.46865844726562,5.164886474609375,109075.60043512256,11444.6576622,0,0,0.020061276726973075,940026
_940042,159.21710205078125,5.41644287109375,113648.20922106282,11564.6815932,0,0,0.03795045779578954,940042
_1000004,158.79788208007812,5.835662841796875,124822.33158478804,15421.404600700002,0,0,0.031127571167430895,1000004
_800061,158.7529296875,5.880615234375,133139.3583485733,19327.4850187,0,0,0.01727423641785346,800061
_820015,158.6166534423828,6.016891479492188,141476.97046308484,18098.1246762,0,0,0.02988209141048522,820015
_920020,158.2534942626953,6.380050659179688,147734.87576661876,22309.9281887,0,0,0.027302709871640317,920020
_930023,158.12632751464844,6.5072174072265625,152213.22671096888,24201.7575937,0,0,0.027193749279266103,930023
_950017,157.798095703125,6.83544921875,160948.89679337296,20991.4480436,0,0,0.03128441241004275,950017
_990005,157.600830078125,7.03271484375,167293.06321257836,24464.5530527,0,0,0.03320852064032556,990005
_990023,157.22622680664062,7.407318115234375,175881.96449816722,22841.9588442,0,0,0.05464984375072916,990023
_930021,156.69029235839844,7.943252563476562,194204.28868640677,28053.349299399997,0,0,0.0358884955961945,930021
_1000099,156.68478393554688,7.948760986328125,197874.46607444383,28219.010155899992,0,0,0.008406054531350914,1000099
_980110,156.67922973632812,7.954315185546875,208205.26171714035,28571.592165099995,0,0,0.02851145241956375,980110
_970007,156.16900634765625,8.46453857421875,208799.8061044522,31035.7924694,0,0,0.035138776394773155,970007
_950001,155.97280883789062,8.660736083984375,216260.98329239376,29366.107121899997,0,0,0.01888345196665864,950001
_930002,155.9185791015625,8.7149658203125,223006.37099945755,30240.0839425,0,0,0.023856966046542707,930002
_920010,155.620361328125,9.01318359375,231452.246998964,32784.27218289999,0,0,0.034890287749792206,920010
_960000,155.29425048828125,9.33929443359375,236899.1992321743,30757.489886899995,0,0,0.02423184521570263,960000
_810011,155.2301025390625,9.4034423828125,244414.93338000396,31957.010540899995,0,0,0.017981921611237413,810011
_970005,155.0343780517578,9.599166870117188,248791.39923254275,31667.6788808,0,0,0.014541829739823075,970005
_990098,154.99278259277344,9.640762329101562,251955.4134541492,32267.3608943,0,0,0.01632477025719771,990098
_970008,154.7852783203125,9.8482666015625,258580.32741678425,37806.861471,0,0,0.023152962714957197,970008
_900019,154.61236572265625,10.02117919921875,263765.00346948224,38385.0993871,0,0,0.024387337060754573,900019
_1000086,154.35813903808594,10.275405883789062,268998.11506264005,38706.1807882,0,0,0.03595670410990562,1000086
_850012,154.10389709472656,10.529647827148438,288398.86752911453,47149.3410832,0,0,0.04225143639875083,850012
_860019,153.7390594482422,10.894485473632812,296293.4422138917,45192.276598200006,0,0,0.023928484098617475,860019
_1000106,153.73863220214844,10.894912719726562,302736.55226162955,45384.3042096,0,0,0.01377482046356247,1000106
_990100,153.58985900878906,11.043685913085938,309216.00476826925,47941.39420740001,0,0,0.015929473338396605,990100
_1000105,153.45680236816406,11.176742553710938,309325.0813557006,46191.0937483,0,0,0.016908512081351117,1000105
_990002,153.20530700683594,11.428237915039062,309680.55749561044,49052.5784172,0,0,0.024290743404058283,990002
_850010,153.01239013671875,11.62115478515625,318251.7426065398,49699.332195300005,0,0,0.03005128582426892,850010
_920004,152.69842529296875,11.93511962890625,324005.63334841223,50886.12188010001,0,0,0.025900470929107886,920004
_930097,152.5577392578125,12.0758056640625,329238.74494157004,51207.2032812,0,0,0.022525740804836335,930097
_940064,152.42544555664062,12.208099365234377,342921.0370347553,52116.0224934,0,0,0.02184494654407859,940064
_970109,152.3705291748047,12.263015747070312,353508.8562937741,56003.7661428,0,0,0.015370488428692973,970109
_970066,152.28475952148438,12.348785400390623,359312.78651942586,56130.5982967,0,0,0.027565741906744563,970066
_960023,151.9864044189453,12.647140502929688,372828.7967438214,56840.535342400006,0,0,0.045065116995710454,960023
_960018,151.4871826171875,13.1463623046875,377931.4309116106,56900.6985542,0,0,0.02826236727653502,960018
_990021,151.4416046142578,13.191940307617188,381095.445133217,57500.380567700005,0,0,0.01094372355097505,990021
_1000087,151.3565216064453,13.277023315429688,387271.0761288386,58118.7337477,0,0,0.032473564657721395,1000087
_970084,150.77235412597656,13.861190795898438,387285.5800270727,57272.7458393,0,0,0.0440906104688529,970084
_980022,150.4882049560547,14.145339965820312,398760.4741751546,61043.34924729999,0,0,0.024680502425117483,980022
_990110,150.42601013183594,14.207534790039062,404397.9839385233,61561.0832463,0,0,0.028610358475836525,990110
_980000,149.96209716796875,14.67144775390625,409070.75376301777,61923.085023594,0,0,0.0601936283551774,980000
_980011,149.66439819335938,14.969146728515623,452486.033967072,74178.4559222,0,0,0.07273375419488373,980011
_990019,148.9036865234375,15.7298583984375,456616.7152901675,77025.6309545,0,0,0.03737718751340205,990019
_940002,148.88839721679688,15.745147705078123,459175.7988615557,77380.7115673,0,0,0.026449677563276187,940002
_950026,148.39190673828125,16.24163818359375,464206.1965214356,77840.82340960001,0,0,0.037814882701438096,950026
_910016,148.37718200683594,16.256362915039062,486881.58770999935,79639.86487339999,0,0,0.026534136124949367,910016
_930111,148.18240356445312,16.451141357421875,495054.0065981429,80490.7311145,0,0,0.02128514880724231,930111
_990030,148.1330108642578,16.500534057617188,505808.2941542285,81348.19726280001,0,0,0.016063046569308296,990030
_1000078,148.1305694580078,16.502975463867188,519461.7102250626,81965.5583292,0,0,0.020089801333456652,1000078
_950010,147.97775268554688,16.655792236328125,529421.2152407382,82183.18941009999,0,0,0.034217546783118405,950010
_970044,147.83169555664062,16.801849365234375,557047.4811665739,84002.60635280001,0,0,0.03706325601336503,970044
_920067,147.57553100585938,17.058013916015625,564132.0820003897,88599.4950803,0,0,0.019125828322420626,920067
_1000020,147.5522003173828,17.081344604492188,569459.8706543422,89820.36706730002,0,0,0.01652720228312525,1000020
_970001,147.29747009277344,17.336074829101562,572064.4511625548,90140.1855273,0,0,0.030139063745079242,970001
_940103,147.09901428222656,17.534530639648438,588045.0337510142,91701.0311003,0,0,0.02905713393192621,940103
_1000028,146.96353149414062,17.670013427734375,597855.2280316195,94143.8518796,0,0,0.02978089287592654,1000028
_980067,146.95883178710938,17.674713134765625,629926.8343626854,101217.38770770002,0,0,0.03605839903742644,980067
_1000052,146.5867462158203,18.046798706054688,632735.9457368978,101906.0436343,0,0,0.02908422880263336,1000052
_930005,146.40682983398438,18.226715087890625,639094.4419058942,95227.0591204,0,0,0.029986293544781602,930005
_960055,146.27804565429688,18.355499267578125,662097.2550706492,98709.2974674,0,0,0.02525259991094484,960055
_980069,146.1798095703125,18.4537353515625,666339.6237093105,99264.3916834,0,0,0.0550101298051422,980069
_1000025,145.10548400878906,19.528060913085938,669612.9892184788,99908.81812140002,0,0,0.18264264950848128,1000025
_980086,144.8882293701172,19.74531555175781,890180.0068162044,121817.79003925002,0,0,0.16683840595812557,980086
_1000008,144.27854919433594,20.354995727539062,901062.3397468898,130263.556032,0,0,0.045612136819974114,1000008
_960007,144.18746948242188,20.446075439453125,917166.4905115918,133881.776273,0,0,0.01468416558568914,960007
_980012,144.17945861816406,20.454086303710938,919421.8988604472,132682.995393,0,0,0.014511583130747786,980012
_950108,144.0352020263672,20.59834289550781,931155.843569929,135033.13075599997,0,0,0.035164316266693106,950108
_980077,143.95516967773438,20.678375244140625,964381.89527331,140010.413824,0,0,0.034545296999663876,980077
_1000101,143.74082946777344,20.89271545410156,969664.613965824,140779.90650399998,0,0,0.06534635695755966,1000101
_890105,143.2641143798828,21.369430541992188,1026964.7397036168,155811.2660446,0,0,0.0651424827886862,890105
_960111,143.06224060058594,21.571304321289062,1032840.440503092,155981.2498438,0,0,0.023335720357401467,960111
_980041,143.04913330078125,21.58441162109375,1051744.7423914268,156797.43734749997,0,0,0.015686801805361607,980041
_990033,143.00726318359375,21.62628173828125,1056343.3160119555,158137.2969058,0,0,0.030536574620348304,990033
_970014,142.4667510986328,22.166793823242188,1061154.891662368,154200.14097900002,0,0,0.039123152318663576,970014
_1000040,142.35658264160156,22.27696228027344,1075697.585274427,156464.41205900002,0,0,0.03483765115697372,1000040
_1000019,142.31053161621094,22.323013305664062,1110741.8696872492,166845.8355648,0,0,0.03415328589420258,1000019
_1000011,142.27525329589844,22.35829162597656,1129801.220818726,167999.696679,0,0,0.02007369356169636,1000011
_990034,142.27047729492188,22.363067626953125,1143133.71884555,169074.6006,0,0,0.02715805172916777,990034
_980100,142.1277313232422,22.50581359863281,1166489.4720132756,172284.2783138,0,0,0.03458280042328787,980100
_990017,141.9950714111328,22.638473510742188,1183158.7368285146,184997.4935871,0,0,0.02167812128408888,990017
_1000111,141.98863220214844,22.64491271972656,1194143.0385919209,185564.7377624,0,0,0.012677029749459045,1000111
_1000032,141.9851531982422,22.64839172363281,1204790.5668511088,186771.5076341,0,0,0.05366055067684658,1000032
_990044,140.97451782226562,23.65902709960937,1211388.507600152,180301.5809785,0,0,0.05986216214161352,990044
_1000061,140.8970947265625,23.7364501953125,1227336.2253851728,181235.1162684,0,0,0.0457922042785677,1000061
_990032,140.81532287597656,23.81822204589844,1280095.865234058,194495.9624877,0,0,0.09388285979582453,990032
_1000036,140.4753875732422,24.15815734863281,1360911.8063233425,201606.0944893,0,0,0.08178603195613149,1000036
_950008,140.4429931640625,24.1905517578125,1396081.0373080133,210259.6600083,0,0,0.04608770172301177,950008
_980004,139.88291931152344,24.75062561035156,1397017.1642713605,206482.1511808,0,0,0.03751508358854197,980004
_990081,139.68556213378906,24.947982788085938,1404434.032545091,207611.9303968,0,0,0.024859737404288637,990081
_950012,139.6175537109375,25.0159912109375,1420636.9598816377,209289.0041018,0,0,0.028869138279330388,950012
_970002,139.26702880859375,25.36651611328125,1423425.474679483,210877.2024778,0,0,0.024647361735461518,970002
_980092,139.2638702392578,25.369674682617188,1437129.7251671692,212311.56015280003,0,0,0.012498524407979206,980092
